0	0	2.92199999999996	0	0	3.03099999999996	0	0	0	0	0	0	1.033	0	0	3.97099999999996	29.004	13.0349999999999	0	0	
0	0	0	0	1.056	0	0	0	0	0	0	0	0	0	1.038	0	0	0	0	4.12699999999996	
0	0	0	1.99699999999997	0	4.09799999999996	0	0	0	0	0	9.01899999999995	0	0	0	0	0	1.067	0	0.987000000000001	
3.01199999999997	0	2.97399999999996	0	0	7.08099999999996	0	0	17.084	0	0	0	0	2.03099999999997	0	0	0	0.993000000000001	0	0	
0	0.985000000000001	0	0	0	0	0	0	0	1.017	0	0	0	0	0	1.022	0	0.983000000000001	0	1.97699999999997	
2.85999999999996	3.98499999999996	2.88299999999996	5.01799999999996	0	0	0	0	0	0	0	0	0	0	11.9249999999999	9.07199999999997	0	4.97799999999995	2.12299999999997	0	
0	0	0	0	0	0	0	0	0	0	0	0	0.985000000000001	1.073	2.00899999999998	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	3.98299999999996	6.97999999999996	0.999000000000001	0	0	0	0	3.96199999999996	11.1009999999999	0	0	
0	0	0	0.964000000000001	0	0	0	0	0	0	0.975000000000001	3.96999999999996	0	0	5.99799999999995	0	1.001	0	0	0	
0	0	0	0	10.0269999999999	0	1.007	0.990000000000001	0	0	2.98399999999997	0	4.00799999999997	0	0.999000000000001	2.98899999999997	0	3.94699999999996	0.960000000000001	0	
0	0	0	0	0	0	0	2.01599999999997	1.97999999999998	3.02299999999996	0	0	0	0	2.05799999999997	0	4.03199999999996	9.90399999999993	0	0	
0	0	3.06199999999997	0	0	0	0	0	3.00999999999996	0	0	0	0	0	0	5.94999999999995	4.00099999999997	0	0	0	
2.94799999999997	0	0	0	0	0	0.994000000000001	0	0	28.0589999999999	0	0	0	1.01	4.02599999999996	16.002	3.03599999999996	0	0	0	
0	0	0	0.948000000000001	0	0	2.99299999999996	0	0.995000000000001	1	0	0	0.961000000000001	0	7.92299999999996	0	0	0	0	0	
0	14.945	0	0	0	1.98499999999998	23.8989999999999	0	2.03599999999997	3.89999999999996	0	0	0	19.0889999999999	0	0.994000000000001	0	0	9.97999999999994	0	
0	0	0	0	0.923000000000001	4.98699999999995	0	0	0	4.05599999999996	0	9.16299999999995	1.027	0	0	0	2.98999999999996	0	0	0.943000000000001	
4.93099999999995	0	0	0	0	0	0	1.95999999999997	1.01	0	11.9939999999999	1.96499999999998	0	0	0	2.99299999999996	0	0	0	0	
5.00299999999995	0	0	0	3.10299999999997	1.016	0	19.9349999999999	0	2.03899999999998	9.92199999999996	0	0	0	0	0	0	0	0	0	
0	1.047	0	0	0	0	0	0	0	0	0	0	0	0	2.95499999999996	0	0	0	0	0	
0	1.97899999999998	0	0	0	0	2.00099999999997	0	0	0	0	0	0	0	0	0	0	0	0	0	



0	0	1.67293595654906	0	0	1.71434476636935	0	0	0	0	0	0	1.02027052880692	0	0	1.90782567306313	5.42396565285985	3.46349112468486	0	0	
0	0	0	0	1.01975678664273	0	0	0	0	0	0	0	0	0	1.05245601507315	0	0	0	0	1.95875156865483	
0	0	0	1.44951443321276	0	2.05441393507164	0	0	0	0	0	2.96570976908302	0	0	0	0	0	1.02448062966587	0	1.0039117684532	
1.7259301361396	0	1.75111118732947	0	0	2.63426998965147	0	0	4.05109310623137	0	0	0	0	1.47994230604751	0	0	0	0.998973948083203	0	0	
0	1.01676389039384	0	0	0	0	0	0	0	1.02653044999393	0	0	0	0	0	1.01417185158362	0	1.00085598999691	0	1.4298655585458	
1.69093443375527	1.9851236021255	1.6649573817618	2.19008503772626	0	0	0	0	0	0	0	0	0	0	3.27629502778812	3.05747676428851	0	2.25446193105996	1.39492538037588	0	
0	0	0	0	0	0	0	0	0	0	0	0	1.00088799412161	1.03282996554987	1.37361050003478	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	2.00117858166525	2.53298559332973	0.980796085310786	0	0	0	0	2.04468499694617	3.29205659681553	0	0	
0	0	0	0.98776499213107	0	0	0	0	0	0	1.00766581285185	1.95420544439906	0	0	2.46212470400223	0	1.02178424485947	0	0	0	
0	0	0	0	3.06294835944921	0	1.0526438424553	0.992413666212268	0	0	1.71775862527152	0	1.90881627706272	0	1.01588928089189	1.67800318673556	0	1.97131354103731	0.944082248160245	0	
0	0	0	0	0	0	0	1.41624494694589	1.39123525528055	1.76623627824552	0	0	0	0	1.4760808971106	0	1.97354272081222	3.03050622305383	0	0	
0	0	1.76444588164933	0	0	0	0	0	1.77624746447534	0	0	0	0	0	0	2.46405591892139	2.05650874742321	0	0	0	
1.66194405984619	0	0	0	0	0	1.01340563990487	0	0	4.92481195303666	0	0	0	0.993421807132737	1.95375053196183	3.81556739614891	1.71570616588262	0	0	0	
0	0	0	0.977881512378798	0	0	1.69523592010812	0	1.00895638805302	0.979264498978166	0	0	0.947827715029156	0	2.74747513539607	0	0	0	0	0	
0	3.79399121893678	0	0	0	1.4059700394218	4.67660877877011	0	1.38514353863512	1.99799699499073	0	0	0	4.18504403723472	0	1.01931496751642	0	0	3.29825385294681	0	
0	0	0	0	0.936989300338569	2.2040164901127	0	0	0	1.92472558266589	0	2.93582186960483	1.04564064781566	0	0	0	1.72536282470583	0	0	0.979137227210619	
2.2201730041076	0	0	0	0	0	0	1.35655454746215	1.00145039962191	0	3.43682641048043	1.42822085645562	0	0	0	1.7204391622231	0	0	0	0	
2.18581078064153	0	0	0	1.7255052501712	1.024105850385	0	4.39409638982614	0	1.404796231648	3.15402344060152	0	0	0	0	0	0	0	0	0	
0	1.06954893994382	0	0	0	0	0	0	0	0	0	0	0	0	1.73608438417866	0	0	0	0	0	
0	1.36909949727309	0	0	0	0	1.43005036416346	0	0	0	0	0	0	0	0	0	0	0	0	0	
