KCNA1	Kv1.1	0	0	0	100	18.18181818	18.18181818	0	100	0	0	0	100	27.27272727	27.27272727	0	100	20	20	0	100	16.66666667	16.66666667	0	100	4.761904762	4.761904762	0	100	0	0	0	100	4.761904762	4.761904762	0	100	0	0	0	100	10	10	0	100	13.63636364	13.63636364	0	100	0	0	0	100	24.13793103	24.13793103	0	100	0	0	0	100	139.4193163	139.4193163	0	1300
KCNA2	Kv1.2	0.625	0.625	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	4.761904762	4.761904762	0	100	0	0	0	100	14.28571429	14.28571429	0	100	0	0	0	100	20	20	0	100	9.090909091	9.090909091	0	100	7.317073171	7.317073171	0	100	10.34482759	10.34482759	0	100	0	0	0	100	66.4254289	66.4254289	0	1300
KCNA3	Kv1.3	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	1300
KCNA4	Kv1.4	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	1300
KCNA5	Kv1.5	2.429149798	0.4048583	2.024291498	100	4.545454545	0	4.545454545	100	3.703703704	0	3.703703704	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	5.555555556	2.222222222	3.333333333	100	16.2338636	2.627080522	13.60678308	1300
KCNA6	Kv1.6	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	1300
KCNA7	Kv1.7	0	0	0	100	0	0	0	100	2.272727273	0	2.272727273	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	1.587301587	0	1.587301587	100	3.86002886	0	3.86002886	1300
KCNA10	Kv1.8	0	0	0	100	4.761904762	0	4.761904762	100	3.125	0	3.125	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	7.886904762	0	7.886904762	1300
KCNB1	Kv2.1	0	0	0	100	0	0	0	100	5	5	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	22.72727273	22.72727273	0	100	0	0	0	100	22.22222222	22.22222222	0	100	14.28571429	14.28571429	0	100	20	20	0	100	10.34482759	10.34482759	0	100	2.283105023	0.228310502	2.054794521	100	96.86314184	94.80834732	2.054794521	1300
KCNB2	Kv2.2	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0.205338809	0	0.205338809	100	0.205338809	0	0.205338809	1300
KCNC1	Kv3.1	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	4.347826087	4.347826087	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	4.347826087	4.347826087	0	1300
KCNC2	Kv3.2	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	1300
KCNC3	Kv3.3	1.724137931	0	1.724137931	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	13.04347826	13.04347826	0	100	0	0	0	100	0	0	0	100	4.545454545	4.545454545	0	100	0	0	0	100	4.545454545	4.545454545	0	100	1.376146789	0.458715596	0.917431193	100	25.23467207	22.59310295	2.641569124	1300
KCNC4	Kv3.4	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	4.761904762	0	4.761904762	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	1.226993865	0	1.226993865	100	5.988898627	0	5.988898627	1300
KCND1	Kv4.1	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	1300
KCND2	Kv4.2	0	0	0	100	0	0	0	100	0	0	0	100	4.545454545	0	4.545454545	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	4.545454545	0	4.545454545	1300
KCND3	Kv4.3	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	4.761904762	4.761904762	0	100	12.5	12.5	0	100	14.28571429	14.28571429	0	100	0.790513834	0	0.790513834	100	32.33813288	31.54761905	0.790513834	1300
KCNF1	Kv5.1	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	1300
KCNG1	Kv6.1	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	4.761904762	0	4.761904762	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	4.761904762	0	4.761904762	1300
KCNG2	Kv6.2	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	1300
KCNG3	Kv6.3	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	1300
KCNG4	Kv6.4	0.917431193	0	0.917431193	100	0	0	0	100	4.761904762	0	4.761904762	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	14.28571429	0	14.28571429	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	2.380952381	0	2.380952381	100	0	0	0	100	0	0	0	100	22.34600262	0	22.34600262	1300
KCNQ1	Kv7.1	7.438016529	6.611570248	0.826446281	100	33.33333333	33.33333333	0	100	20	20	0	100	4.761904762	4.761904762	0	100	0	0	0	100	65.2173913	65.2173913	0	100	47.61904762	42.85714286	4.761904762	100	12.5	12.5	0	100	60.86956522	60.86956522	0	100	80	80	0	100	87.5	87.5	0	100	61.9047619	61.9047619	0	100	51.11111111	48.88888889	2.222222222	100	61.9047619	61.9047619	0	100	14.63414634	13.41463415	1.219512195	100	608.79404	599.7639546	9.03008546	1300
KCNQ2	Kv7.2	6.593406593	4.395604396	2.197802198	100	14.28571429	14.28571429	0	100	50	50	0	100	9.523809524	9.523809524	0	100	60	60	0	100	22.22222222	22.22222222	0	100	19.04761905	19.04761905	0	100	37.5	37.5	0	100	100	100	0	100	20	20	0	100	62.5	62.5	0	100	52.38095238	52.38095238	0	100	97.43589744	97.43589744	0	100	61.9047619	61.9047619	0	100	14.46428571	12.32142857	2.142857143	100	627.8586691	623.5180098	4.340659341	1300
KCNQ3	Kv7.3	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	9.090909091	9.090909091	0	100	0	0	0	100	0	0	0	100	0	0	0	100	14.58333333	14.58333333	0	100	4.761904762	4.761904762	0	100	2.111324376	0.575815739	1.535508637	100	30.54747156	29.01196293	1.535508637	1300
KCNQ4	Kv7.4	2.06185567	1.030927835	1.030927835	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	4.761904762	4.761904762	0	100	0	0	0	100	0	0	0	100	0	0	0	100	25	25	0	100	0	0	0	100	36.84210526	36.84210526	0	100	4.761904762	4.761904762	0	100	1.058201058	0.529100529	0.529100529	100	74.48597152	72.92594315	1.560028364	1300
KCNQ5	Kv7.5	0	0	0	100	4.761904762	4.761904762	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	4.761904762	4.761904762	0	100	0.341296928	0.341296928	0	100	9.865106452	9.865106452	0	1300
KCNV1	Kv8.1	0.476190476	0	0.476190476	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0.476190476	0	0.476190476	1300
KCNV2	Kv8.2	1.935483871	0.64516129	1.290322581	100	4.761904762	4.761904762	0	100	7.058823529	4.705882353	2.352941176	100	0	0	0	100	0	0	0	100	2.040816327	0	2.040816327	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	2.5	2.5	0	100	0	0	0	100	3.773584906	0	3.773584906	100	22.07061339	12.61294841	9.457664989	1300
KCNS1	Kv9.1	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	3.225806452	0	3.225806452	100	3.225806452	0	3.225806452	1300
