CACNA1S	Cav1.1	0	0	0	100	5.263157895	0	5.263157895	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	10.52631579	0	10.52631579	100	4.761904762	0	4.761904762	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	2.197802198	0	2.197802198	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	6.666666667	0	6.666666667	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	10	0	10	100	10.52631579	10.52631579	0	100	0	0	0	100	14.28571429	7.142857143	7.142857143	100	5	0	5	100	9.090909091	0	9.090909091	100	0	0	0	100	0	0	0	100	0.751879699	0	0.751879699	100	5.263157895	0	5.263157895	100	6.25	0	6.25	100	0	0	0	100	0	0	0	100	14.28571429	0	14.28571429	100	5.263157895	5.263157895	0	100	0	0	0	100	5.263157895	5.263157895	0	100	20	20	0	100	0	0	0	100	0	0	0	100	2.222222222	0	2.222222222	100	0	0	0	100	0	0	0	100	4.166666667	0	4.166666667	100	0	0	0	100	6.666666667	0	6.666666667	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	3.125	0	3.125	100	10.52631579	10.52631579	0	100	20	0	20	100	0	0	0	100	5	0	5	100	1.492537313	0	1.492537313	100	0	0	0	100	2.845528455	0	2.845528455	100	191.4407913	58.72180451	132.7189867	4900
CACNA1C	Cav1.2	1.612903226	0	1.612903226	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	1.111111111	0	1.111111111	100	8	4	4	100	20	20	0	100	2.631578947	1.754385965	0.877192982	100	0	0	0	100	0	0	0	100	0	0	0	100	20	20	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	4	0	4	100	0	0	0	100	2.112676056	1.408450704	0.704225352	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	8	8	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	1.923076923	0	1.923076923	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	4	4	0	100	2.295552367	0.143472023	2.152080344	100	75.68689863	59.30630869	16.38058994	4900
CACNA1D	Cav1.3	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	12	12	0	100	20	20	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	8	8	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0.143472023	0	0.143472023	100	40.14347202	40	0.143472023	4900
CACNA1F	Cav1.4	3.260869565	1.086956522	2.173913043	100	0	0	0	100	0	0	0	100	0	0	0	100	20	20	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	7.142857143	7.142857143	0	100	0	0	0	100	1.136363636	1.136363636	0	100	4	4	0	100	0	0	0	100	1.315789474	0	1.315789474	100	5	5	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	5.263157895	5.263157895	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	4.761904762	4.761904762	0	100	0	0	0	100	12	8	4	100	0	0	0	100	1.851851852	1.851851852	0	100	0	0	0	100	0	0	0	100	0	0	0	100	20	20	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	10	10	0	100	4.444444444	3.333333333	1.111111111	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	9.090909091	0	9.090909091	100	0	0	0	100	5	5	0	100	0	0	0	100	0	0	0	100	0	0	0	100	2.985074627	1.492537313	1.492537313	100	0	0	0	100	1.119402985	0.746268657	0.373134328	100	118.3726255	98.81523111	19.55739436	4900
CACNA1A	Cav2.1	1.020408163	0	1.020408163	100	5.263157895	5.263157895	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	10.52631579	10.52631579	0	100	0	0	0	100	7.142857143	7.142857143	0	100	5	5	0	100	4.597701149	4.597701149	0	100	0	0	0	100	0	0	0	100	3.278688525	2.459016393	0.819672131	100	5.263157895	5.263157895	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	5.263157895	5.263157895	0	100	0	0	0	100	0	0	0	100	0	0	0	100	3.773584906	3.773584906	0	100	12	12	0	100	0	0	0	100	1.7208413	0.382409178	1.338432122	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	18.18181818	18.18181818	0	100	5.263157895	5.263157895	0	100	0	0	0	100	0	0	0	100	5	5	0	100	4.597701149	4.597701149	0	100	12	12	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	15.78947368	15.78947368	0	100	20	20	0	100	14.28571429	14.28571429	0	100	5	5	0	100	2.777777778	2.777777778	0	100	0	0	0	100	0.573065903	0.429799427	0.143266476	100	168.3185795	164.9968006	3.321778892	4900
CACNA1B	Cav2.2	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	5	0	5	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0.457665904	0	0.457665904	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	1.149425287	1.149425287	0	100	0	0	0	100	0	0	0	100	2	0	2	100	0	0	0	100	6.666666667	0	6.666666667	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	15.27375786	1.149425287	14.12433257	4900
CACNA1E	Cav2.3	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	4	4	0	100	0	0	0	100	0.227272727	0	0.227272727	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0.169779287	0	0.169779287	100	4.397052014	4	0.397052014	4900
CACNA1G	Cav3.1	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	6.666666667	6.666666667	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0.29154519	0.29154519	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	4.166666667	4.166666667	0	100	0	0	0	100	16.66666667	16.66666667	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	3.846153846	3.846153846	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	4.166666667	4.166666667	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0.191204589	0.191204589	0	100	35.99557029	35.99557029	0	4900
CACNA1H	Cav3.2	0	0	0	100	0	0	0	100	4.545454545	0	4.545454545	100	0	0	0	100	40	0	40	100	0	0	0	100	0	0	0	100	0	0	0	100	5.263157895	5.263157895	0	100	0	0	0	100	0	0	0	100	4.761904762	4.761904762	0	100	4.255319149	0	4.255319149	100	0	0	0	100	0	0	0	100	7.859078591	2.16802168	5.691056911	100	4.761904762	0	4.761904762	100	0	0	0	100	4.545454545	0	4.545454545	100	0	0	0	100	0	0	0	100	0	0	0	100	12.5	0	12.5	100	0	0	0	100	0	0	0	100	0	0	0	100	4.761904762	0	4.761904762	100	0	0	0	100	0	0	0	100	0	0	0	100	4.074074074	0.37037037	3.703703704	100	0	0	0	100	0	0	0	100	4.761904762	0	4.761904762	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	5.194805195	1.298701299	3.896103896	100	7.692307692	7.692307692	0	100	0	0	0	100	3.571428571	0	3.571428571	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	7.142857143	0	7.142857143	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	1.587301587	0	1.587301587	100	0	0	0	100	4.285714286	0.408163265	3.87755102	100	131.5645723	21.96262696	109.6019454	4900
CACNA1I	Cav3.3	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0.334448161	0	0.334448161	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	6.25	0	6.25	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0.405679513	0	0.405679513	100	6.990127674	0	6.990127674	4900
