CACNA1S	Cav1.1	0	0	0	51	1	0	1	19	0	0	0	18	0	0	0	20	0	0	0	12	2	0	2	19	1	0	1	21	0	0	0	19	0	0	0	19	0	0	0	20	2	0	2	91	0	0	0	25	0	0	0	98	0	0	0	19	1	0	1	15	0	0	0	20	0	0	0	8	0	0	0	19	1	0	1	10	2	2	0	19	2	1	1	19	1	0	1	20	5	0	5	55	0	0	0	25	1	0	1	138	1	0	1	19	1	0	1	16	0	0	0	20	1	0	1	12	1	1	0	19	0	0	0	7	1	1	0	19	1	1	0	19	0	0	0	20	2	0	2	90	0	0	0	25	2	0	2	53	0	0	0	19	1	0	1	15	0	0	0	20	0	0	0	8	0	0	0	19	1	0	1	32	2	2	0	19	1	0	1	19	1	0	1	20	1	0	1	67	0	0	0	25	14	0	14	492	50	8	42	1873
CACNA1C	Cav1.2	2	0	2	124	0	0	0	19	0	0	0	17	0	0	0	21	0	0	0	12	0	0	0	19	0	0	0	20	0	0	0	19	0	0	0	19	0	0	0	20	1	0	1	90	2	1	1	25	4	3	1	119	0	0	0	19	0	0	0	15	0	0	0	20	1	1	0	8	0	0	0	19	0	0	0	10	0	0	0	19	0	0	0	19	0	0	0	20	0	0	0	55	1	0	1	25	3	2	1	147	0	0	0	19	0	0	0	16	0	0	0	20	0	0	0	32	0	0	0	19	0	0	0	7	0	0	0	19	0	0	0	19	0	0	0	20	0	0	0	90	2	2	0	25	0	0	0	53	0	0	0	19	0	0	0	15	0	0	0	20	0	0	0	8	0	0	0	19	1	0	1	52	0	0	0	19	0	0	0	19	0	0	0	20	0	0	0	69	1	1	0	25	16	1	15	697	34	11	23	2221
CACNA1D	Cav1.3	0	0	0	126	0	0	0	19	0	0	0	18	0	0	0	20	0	0	0	12	0	0	0	19	0	0	0	21	0	0	0	19	0	0	0	19	0	0	0	20	0	0	0	88	3	3	0	25	1	1	0	117	0	0	0	20	0	0	0	15	0	0	0	19	0	0	0	8	0	0	0	19	0	0	0	10	0	0	0	19	0	0	0	19	0	0	0	21	0	0	0	54	2	2	0	25	0	0	0	134	0	0	0	19	0	0	0	16	0	0	0	20	0	0	0	12	0	0	0	19	0	0	0	6	0	0	0	20	0	0	0	19	0	0	0	20	0	0	0	90	0	0	0	21	0	0	0	57	0	0	0	19	0	0	0	15	0	0	0	20	0	0	0	7	0	0	0	22	0	0	0	25	0	0	0	20	0	0	0	19	0	0	0	20	0	0	0	67	0	0	0	25	1	0	1	697	7	6	1	2161
CACNA1F	Cav1.4	3	1	2	92	0	0	0	19	0	0	0	18	0	0	0	20	1	1	0	12	0	0	0	19	0	0	0	21	0	0	0	19	1	1	0	19	0	0	0	20	1	1	0	88	1	1	0	25	2	0	2	157	1	1	0	20	0	0	0	15	0	0	0	19	0	0	0	8	1	1	0	19	0	0	0	10	0	0	0	19	0	0	0	19	1	1	0	21	0	0	0	54	3	2	1	25	2	2	0	113	0	0	0	19	0	0	0	16	0	0	0	20	1	1	0	12	0	0	0	19	0	0	0	6	0	0	0	20	0	0	0	19	2	2	0	20	4	3	1	90	0	0	0	21	0	0	0	57	0	0	0	19	0	0	0	15	0	0	0	20	0	0	0	7	2	0	2	22	0	0	0	17	1	1	0	20	0	0	0	19	0	0	0	20	2	1	1	67	0	0	0	25	6	4	2	536	35	24	11	1977
CACNA1A	Cav2.1	1	0	1	98	1	1	0	19	0	0	0	18	0	0	0	20	0	0	0	12	0	0	0	18	0	0	0	5	2	2	0	19	1	1	0	19	1	1	0	20	4	4	0	87	0	0	0	25	4	3	1	127	1	1	0	19	0	0	0	15	0	0	0	20	0	0	0	8	0	0	0	19	0	0	0	10	1	1	0	19	0	0	0	19	0	0	0	20	2	2	0	53	3	3	0	25	9	2	7	528	0	0	0	19	0	0	0	16	0	0	0	20	0	0	0	12	0	0	0	19	2	2	0	11	1	1	0	19	0	0	0	19	1	1	0	20	4	4	0	87	3	3	0	25	0	0	0	55	0	0	0	29	0	0	0	5	0	0	0	20	0	0	0	8	0	0	0	19	0	0	0	7	3	3	0	19	3	3	0	19	1	1	0	20	2	2	0	72	0	0	0	25	4	3	1	698	54	44	10	2505
CACNA1B	Cav2.2	0	0	0	95	0	0	0	19	0	0	0	18	0	0	0	20	0	0	0	11	1	0	1	20	0	0	0	4	0	0	0	19	0	0	0	19	0	0	0	20	0	0	0	86	0	0	0	25	0	0	0	126	0	0	0	19	0	0	0	15	0	0	0	20	0	0	0	8	0	0	0	18	0	0	0	11	0	0	0	19	0	0	0	19	0	0	0	20	0	0	0	53	0	0	0	25	2	0	2	442	0	0	0	18	0	0	0	16	0	0	0	20	0	0	0	12	0	0	0	19	0	0	0	10	0	0	0	19	0	0	0	19	0	0	0	20	1	1	0	87	0	0	0	25	1	0	1	55	0	0	0	19	1	0	1	15	0	0	0	20	0	0	0	8	0	0	0	19	0	0	0	11	0	0	0	19	0	0	0	19	0	0	0	20	0	0	0	62	0	0	0	25	0	0	0	631	6	1	5	2339
CACNA1E	Cav2.3	0	0	0	89	0	0	0	19	0	0	0	19	0	0	0	19	0	0	0	12	0	0	0	15	0	0	0	12	0	0	0	20	0	0	0	18	0	0	0	21	0	0	0	82	0	0	0	24	0	0	0	126	0	0	0	20	0	0	0	13	0	0	0	20	0	0	0	9	0	0	0	19	0	0	0	10	0	0	0	19	0	0	0	19	0	0	0	20	0	0	0	53	1	1	0	25	1	0	1	445	0	0	0	17	0	0	0	24	0	0	0	20	0	0	0	8	0	0	0	23	0	0	0	14	0	0	0	18	0	0	0	19	0	0	0	20	0	0	0	87	0	0	0	24	0	0	0	57	0	0	0	19	0	0	0	15	0	0	0	20	0	0	0	8	0	0	0	19	0	0	0	11	0	0	0	19	0	0	0	19	0	0	0	20	0	0	0	69	0	0	0	26	1	0	1	589	3	1	2	2313
CACNA1G	Cav3.1	0	0	0	80	0	0	0	21	0	0	0	18	0	0	0	22	0	0	0	9	0	0	0	20	0	0	0	5	0	0	0	18	1	1	0	20	0	0	0	21	0	0	0	136	0	0	0	25	1	1	0	348	0	0	0	21	0	0	0	13	0	0	0	22	0	0	0	6	0	0	0	19	0	0	0	8	1	1	0	24	1	1	0	11	0	0	0	21	0	0	0	51	0	0	0	25	0	0	0	308	0	0	0	23	0	0	0	18	0	0	0	21	0	0	0	10	0	0	0	20	0	0	0	14	0	0	0	22	0	0	0	10	0	0	0	24	0	0	0	77	1	1	0	26	0	0	0	73	0	0	0	21	0	0	0	14	0	0	0	22	0	0	0	7	0	0	0	19	0	0	0	14	1	1	0	24	0	0	0	14	0	0	0	21	0	0	0	60	0	0	0	28	1	1	0	523	7	7	0	2377
CACNA1H	Cav3.2	0	0	0	100	0	0	0	19	1	0	1	22	0	0	0	19	2	0	2	9	0	0	0	15	0	0	0	9	1	1	0	19	0	0	0	20	1	1	0	21	6	0	6	141	0	0	0	25	29	8	21	374	1	0	1	21	0	0	0	13	1	0	1	22	0	0	0	6	0	0	0	19	1	0	1	8	0	0	0	24	0	0	0	11	1	0	1	21	0	0	0	52	0	0	0	25	11	1	10	275	0	0	0	23	0	0	0	18	1	0	1	21	0	0	0	10	0	0	0	20	0	0	0	14	0	0	0	22	0	0	0	10	0	0	0	24	4	1	3	77	2	2	0	26	2	0	2	61	0	0	0	21	0	0	0	14	0	0	0	22	0	0	0	7	0	0	0	19	1	0	1	14	0	0	0	24	0	0	0	14	0	0	0	21	1	0	1	63	0	0	0	28	21	2	19	490	87	16	71	2353
CACNA1I	Cav3.3	0	0	0	78	0	0	0	21	0	0	0	21	0	0	0	21	0	0	0	7	0	0	0	20	0	0	0	5	0	0	0	18	0	0	0	20	0	0	0	21	0	0	0	145	0	0	0	21	0	0	0	242	0	0	0	21	0	0	0	15	0	0	0	21	0	0	0	5	0	0	0	19	0	0	0	8	0	0	0	24	0	0	0	11	0	0	0	21	0	0	0	56	0	0	0	21	1	0	1	304	0	0	0	21	0	0	0	22	0	0	0	21	0	0	0	14	0	0	0	21	0	0	0	7	0	0	0	22	0	0	0	10	0	0	0	21	0	0	0	85	0	0	0	21	0	0	0	54	0	0	0	21	1	0	1	16	0	0	0	21	0	0	0	13	0	0	0	21	0	0	0	6	0	0	0	24	0	0	0	14	0	0	0	21	0	0	0	67	0	0	0	21	2	0	2	493	4	0	4	2223
