CACNA1S	Cav1.1	0	0	0	100	5.263157895	0	5.263157895	100	0	0	0	100	0	0	0	100	0	0	0	100	10.52631579	0	10.52631579	100	4.761904762	0	4.761904762	100	0	0	0	100	0	0	0	100	0	0	0	100	2.197802198	0	2.197802198	100	0	0	0	100	0	0	0	100	0	0	0	100	6.666666667	0	6.666666667	100	0	0	0	100	0	0	0	100	0	0	0	100	10	0	10	100	10.52631579	10.52631579	0	100	10.52631579	5.263157895	5.263157895	100	5	0	5	100	9.090909091	0	9.090909091	100	0	0	0	100	0.724637681	0	0.724637681	100	5.263157895	0	5.263157895	100	6.25	0	6.25	100	0	0	0	100	8.333333333	0	8.333333333	100	5.263157895	5.263157895	0	100	0	0	0	100	5.263157895	5.263157895	0	100	5.263157895	5.263157895	0	100	0	0	0	100	2.222222222	0	2.222222222	100	0	0	0	100	3.773584906	0	3.773584906	100	0	0	0	100	6.666666667	0	6.666666667	100	0	0	0	100	0	0	0	100	0	0	0	100	3.125	0	3.125	100	10.52631579	10.52631579	0	100	5.263157895	0	5.263157895	100	5	0	5	100	1.492537313	0	1.492537313	100	0	0	0	100	3.048780488	0	3.048780488	100	152.0382559	42.10526316	109.9329927	4900
CACNA1C	Cav1.2	4.032258065	1.612903226	2.419354839	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	8	4	4	100	2.521008403	1.680672269	0.840336134	100	5.263157895	5.263157895	0	100	0	0	0	100	0	0	0	100	12.5	12.5	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	4	0	4	100	2.040816327	1.360544218	0.680272109	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	1.111111111	0	1.111111111	100	12	12	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	5.769230769	3.846153846	1.923076923	100	0	0	0	100	0	0	0	100	0	0	0	100	1.449275362	1.449275362	0	100	4	4	0	100	3.586800574	0.143472023	3.443328551	100	66.27365851	47.85617884	18.41747967	4900
CACNA1D	Cav1.3	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	1.136363636	1.136363636	0	100	12	12	0	100	1.709401709	0.854700855	0.854700855	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	8	8	0	100	1.492537313	0.746268657	0.746268657	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	4.761904762	0	4.761904762	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	5	0	5	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0.430416069	0	0.430416069	100	34.53062349	22.73733315	11.79329034	4900
CACNA1F	Cav1.4	3.260869565	1.086956522	2.173913043	100	0	0	0	100	0	0	0	100	0	0	0	100	8.333333333	8.333333333	0	100	0	0	0	100	0	0	0	100	0	0	0	100	5.263157895	5.263157895	0	100	0	0	0	100	1.136363636	1.136363636	0	100	4	4	0	100	1.27388535	0	1.27388535	100	5	5	0	100	0	0	0	100	0	0	0	100	0	0	0	100	5.263157895	5.263157895	0	100	0	0	0	100	0	0	0	100	0	0	0	100	4.761904762	4.761904762	0	100	0	0	0	100	12	8	4	100	1.769911504	1.769911504	0	100	0	0	0	100	0	0	0	100	0	0	0	100	8.333333333	8.333333333	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	10	10	0	100	4.444444444	3.333333333	1.111111111	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	9.090909091	0	9.090909091	100	0	0	0	100	5	5	0	100	0	0	0	100	0	0	0	100	2.985074627	1.492537313	1.492537313	100	0	0	0	100	1.119402985	0.746268657	0.373134328	100	93.03574842	73.52025818	19.51549024	4900
CACNA1A	Cav2.1	1.020408163	0	1.020408163	100	5.263157895	5.263157895	0	100	0	0	0	100	5	5	0	100	0	0	0	100	5.555555556	5.555555556	0	100	0	0	0	100	10.52631579	10.52631579	0	100	5.263157895	5.263157895	0	100	0	0	0	100	6.896551724	5.747126437	1.149425287	100	0	0	0	100	1.57480315	0.787401575	0.787401575	100	0	0	0	100	0	0	0	100	5	5	0	100	0	0	0	100	0	0	0	100	0	0	0	100	5.263157895	5.263157895	0	100	0	0	0	100	0	0	0	100	1.886792453	1.886792453	0	100	12	12	0	100	2.462121212	0.378787879	2.083333333	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	31.57894737	31.57894737	0	100	21.05263158	21.05263158	0	100	10	10	0	100	3.448275862	3.448275862	0	100	12	12	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	15.78947368	15.78947368	0	100	5.263157895	5.263157895	0	100	5	5	0	100	4.166666667	4.166666667	0	100	4	4	0	100	0.573065903	0.286532951	0.286532951	100	180.5842407	175.2571394	5.32710131	4900
CACNA1B	Cav2.2	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	5	0	5	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0.452488688	0	0.452488688	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	1.149425287	1.149425287	0	100	0	0	0	100	1.818181818	0	1.818181818	100	0	0	0	100	6.666666667	0	6.666666667	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	15.08676246	1.149425287	13.93733717	4900
CACNA1E	Cav2.3	0	0	0	100	0	0	0	100	0	0	0	100	5.263157895	5.263157895	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	5.555555556	5.555555556	0	100	4.761904762	4.761904762	0	100	0	0	0	100	0	0	0	100	0.793650794	0.793650794	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	5.263157895	5.263157895	0	100	0	0	0	100	0	0	0	100	8	8	0	100	0.224719101	0	0.224719101	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	5.263157895	5.263157895	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0.169779287	0	0.169779287	100	35.29508318	34.9005848	0.394498388	4900
CACNA1G	Cav3.1	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	5	5	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0.287356322	0.287356322	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	4.166666667	4.166666667	0	100	9.090909091	9.090909091	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	4.166666667	4.166666667	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0.191204589	0.191204589	0	100	22.90280333	22.90280333	0	4900
CACNA1H	Cav3.2	0	0	0	100	0	0	0	100	4.545454545	0	4.545454545	100	0	0	0	100	22.22222222	0	22.22222222	100	0	0	0	100	0	0	0	100	5.263157895	5.263157895	0	100	0	0	0	100	4.761904762	4.761904762	0	100	4.255319149	0	4.255319149	100	0	0	0	100	7.486631016	2.139037433	5.347593583	100	4.761904762	0	4.761904762	100	0	0	0	100	9.090909091	4.545454545	4.545454545	100	0	0	0	100	0	0	0	100	12.5	0	12.5	100	0	0	0	100	0	0	0	100	4.761904762	0	4.761904762	100	0	0	0	100	0	0	0	100	4	0.363636364	3.636363636	100	0	0	0	100	0	0	0	100	4.761904762	0	4.761904762	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	5.194805195	1.298701299	3.896103896	100	7.692307692	7.692307692	0	100	3.278688525	0	3.278688525	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	7.142857143	0	7.142857143	100	0	0	0	100	0	0	0	100	0	0	0	100	1.587301587	0	1.587301587	100	0	0	0	100	4.285714286	0.612244898	3.673469388	100	117.5929874	26.67644489	90.91654251	4900
CACNA1I	Cav3.3	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0.328947368	0	0.328947368	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	6.25	0	6.25	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0.405679513	0	0.405679513	100	6.984626882	0	6.984626882	4900
