KCNA1	Kv1.1	0	0	0	164	4	4	0	22	1	0	1	34	6	6	0	22	2	2	0	11	1	1	0	21	0	0	0	13	0	0	0	21	0	0	0	15	3	3	0	22	0	0	0	41	5	5	0	29	0	0	0	80	22	21	1	495
KCNA2	Kv1.2	0	0	0	160	0	0	0	22	0	0	0	39	0	0	0	22	0	0	0	11	1	1	0	21	0	0	0	14	2	2	0	21	0	0	0	15	0	0	0	22	0	0	0	41	1	1	0	29	0	0	0	82	4	4	0	499
KCNA3	Kv1.3	0	0	0	234	0	0	0	19	0	0	0	41	0	0	0	22	0	0	0	11	0	0	0	21	0	0	0	14	0	0	0	19	0	0	0	16	0	0	0	20	0	0	0	41	0	0	0	23	0	0	0	94	0	0	0	575
KCNA4	Kv1.4	0	0	0	304	0	0	0	22	0	0	0	44	0	0	0	22	0	0	0	11	0	0	0	21	0	0	0	15	0	0	0	21	0	0	0	15	0	0	0	22	0	0	0	41	0	0	0	29	0	0	0	86	0	0	0	653
KCNA5	Kv1.5	2	1	1	247	1	0	1	22	2	1	1	54	0	0	0	22	0	0	0	11	0	0	0	21	1	0	1	18	0	0	0	21	0	0	0	15	0	0	0	22	0	0	0	41	0	0	0	29	4	3	1	90	10	5	5	613
KCNA6	Kv1.6	0	0	0	171	0	0	0	22	0	0	0	69	0	0	0	22	0	0	0	11	0	0	0	21	0	0	0	21	0	0	0	21	0	0	0	15	0	0	0	22	0	0	0	41	0	0	0	29	0	0	0	64	0	0	0	529
KCNA7	Kv1.7	0	0	0	143	0	0	0	21	1	0	1	44	0	0	0	21	0	0	0	11	0	0	0	21	0	0	0	14	0	0	0	20	0	0	0	16	0	0	0	21	0	0	0	40	0	0	0	21	1	0	1	63	2	0	2	456
KCNA10	Kv1.8	0	0	0	217	1	0	1	21	1	0	1	32	0	0	0	22	0	0	0	10	0	0	0	21	0	0	0	15	0	0	0	20	0	0	0	16	0	0	0	21	0	0	0	40	0	0	0	21	0	0	0	55	2	0	2	511
KCNB1	Kv2.1	0	0	0	186	0	0	0	22	0	0	0	20	0	0	0	22	0	0	0	9	0	0	0	21	0	0	0	14	2	2	0	22	0	0	0	14	1	1	0	21	3	3	0	40	1	1	0	29	4	0	4	438	11	7	4	858
KCNB2	Kv2.2	0	0	0	190	0	0	0	22	0	0	0	20	0	0	0	22	0	0	0	11	0	0	0	19	0	0	0	12	0	0	0	21	0	0	0	15	0	0	0	22	0	0	0	41	0	0	0	29	1	0	1	487	1	0	1	911
KCNC1	Kv3.1	0	0	0	190	0	0	0	19	0	0	0	38	0	0	0	20	0	0	0	9	0	0	0	19	0	0	0	13	1	1	0	23	0	0	0	13	0	0	0	22	0	0	0	48	0	0	0	22	0	0	0	75	1	1	0	511
KCNC2	Kv3.2	0	0	0	229	0	0	0	21	0	0	0	33	0	0	0	20	0	0	0	10	0	0	0	21	0	0	0	11	0	0	0	23	0	0	0	13	0	0	0	21	0	0	0	50	0	0	0	21	0	0	0	165	0	0	0	638
KCNC3	Kv3.3	3	0	3	290	0	0	0	19	0	0	0	41	0	0	0	20	0	0	0	9	0	0	0	19	0	0	0	13	3	3	0	23	0	0	0	13	1	1	0	22	0	0	0	48	1	1	0	22	0	0	0	218	8	5	3	757
KCNC4	Kv3.4	0	0	0	226	0	0	0	21	0	0	0	30	0	0	0	21	0	0	0	14	1	0	1	21	0	0	0	11	0	0	0	20	0	0	0	16	0	0	0	21	0	0	0	50	0	0	0	21	2	0	2	163	3	0	3	635
KCND1	Kv4.1	0	0	0	184	0	0	0	21	0	0	0	21	0	0	0	21	0	0	0	14	0	0	0	21	0	0	0	9	0	0	0	21	0	0	0	13	0	0	0	21	0	0	0	40	0	0	0	21	0	0	0	240	0	0	0	647
KCND2	Kv4.2	0	0	0	182	0	0	0	22	0	0	0	24	0	0	0	22	0	0	0	11	0	0	0	18	0	0	0	7	0	0	0	20	0	0	0	15	0	0	0	22	0	0	0	41	0	0	0	29	0	0	0	217	0	0	0	630
KCND3	Kv4.3	0	0	0	181	0	0	0	21	1	0	1	19	0	0	0	21	0	0	0	14	0	0	0	21	0	0	0	9	0	0	0	21	0	0	0	13	1	1	0	21	3	3	0	40	1	1	0	21	3	3	0	253	9	8	1	655
KCNF1	Kv5.1	0	0	0	183	0	0	0	21	0	0	0	19	0	0	0	21	0	0	0	5	0	0	0	21	0	0	0	19	0	0	0	21	0	0	0	14	0	0	0	21	0	0	0	40	0	0	0	21	0	0	0	88	0	0	0	494
KCNG1	Kv6.1	0	0	0	224	0	0	0	22	0	0	0	21	0	0	0	22	0	0	0	11	1	0	1	21	0	0	0	17	0	0	0	21	0	0	0	15	0	0	0	22	0	0	0	42	0	0	0	29	0	0	0	46	1	0	1	513
KCNG2	Kv6.2	0	0	0	177	0	0	0	21	0	0	0	19	0	0	0	21	0	0	0	14	0	0	0	21	0	0	0	14	0	0	0	21	0	0	0	13	0	0	0	21	0	0	0	42	0	0	0	21	0	0	0	61	0	0	0	466
KCNG3	Kv6.3	0	0	0	168	0	0	0	22	0	0	0	30	0	0	0	22	0	0	0	11	0	0	0	21	0	0	0	10	0	0	0	21	0	0	0	15	0	0	0	22	0	0	0	45	0	0	0	29	0	0	0	20	0	0	0	436
KCNG4	Kv6.4	2	0	2	218	0	0	0	22	1	0	1	21	0	0	0	22	0	0	0	11	0	0	0	20	2	0	2	14	0	0	0	25	0	0	0	15	0	0	0	22	1	0	1	42	0	0	0	29	0	0	0	58	6	0	6	519
KCNQ1	Kv7.1	9	7	2	121	6	6	0	21	0	0	0	5	3	3	0	21	18	16	2	28	9	8	1	21	2	2	0	8	12	12	0	23	10	10	0	13	13	13	0	21	24	23	1	45	12	12	0	21	58	50	8	328	176	162	14	676
KCNQ2	Kv7.2	4	2	2	91	1	1	0	21	3	3	0	10	2	2	0	21	1	1	0	23	0	0	0	21	2	2	0	8	15	15	0	23	5	5	0	13	6	6	0	21	18	18	0	39	6	6	0	21	39	32	7	560	102	93	9	872
KCNQ3	Kv7.3	0	0	0	121	0	0	0	21	1	1	0	10	0	0	0	21	1	1	0	23	0	0	0	21	0	0	0	8	1	1	0	22	0	0	0	14	0	0	0	21	5	5	0	48	1	0	1	21	9	3	6	521	18	11	7	872
KCNQ4	Kv7.4	0	0	0	97	0	0	0	21	0	0	0	13	0	0	0	21	0	0	0	20	1	1	0	21	0	0	0	8	0	0	0	23	1	1	0	13	0	0	0	21	12	12	0	38	1	1	0	21	4	2	2	378	19	17	2	695
KCNQ5	Kv7.5	0	0	0	125	0	0	0	21	0	0	0	10	0	0	0	21	0	0	0	23	0	0	0	21	0	0	0	8	0	0	0	23	0	0	0	14	0	0	0	21	0	0	0	38	0	0	0	21	0	0	0	586	0	0	0	932
KCNV1	Kv8.1	1	0	1	210	0	0	0	21	0	0	0	7	0	0	0	21	0	0	0	17	0	0	0	21	0	0	0	12	0	0	0	22	0	0	0	14	0	0	0	21	0	0	0	40	0	0	0	21	0	0	0	73	1	0	1	500
KCNV2	Kv8.2	4	1	3	155	1	1	0	21	4	3	1	85	0	0	0	21	0	0	0	54	0	0	0	21	0	0	0	17	0	0	0	21	0	0	0	15	0	0	0	21	1	1	0	40	0	0	0	21	1	0	1	53	11	6	5	545
KCNS1	Kv9.1	0	0	0	217	0	0	0	22	0	0	0	31	0	0	0	23	0	0	0	11	0	0	0	18	0	0	0	15	0	0	0	21	0	0	0	15	0	0	0	22	0	0	0	40	0	0	0	29	2	0	2	62	2	0	2	526
KCNS2	Kv9.2	0	0	0	184	0	0	0	22	0	0	0	19	0	0	0	23	0	0	0	11	0	0	0	21	0	0	0	10	0	0	0	21	0	0	0	15	0	0	0	22	0	0	0	40	0	0	0	29	0	0	0	60	0	0	0	477
KCNS3	Kv9.3	0	0	0	182	0	0	0	22	0	0	0	16	1	0	1	23	0	0	0	11	0	0	0	21	0	0	0	10	0	0	0	21	0	0	0	15	0	0	0	22	0	0	0	41	0	0	0	29	1	0	1	78	2	0	2	491
KCNH1	Kv10.1	1	1	0	220	0	0	0	21	0	0	0	7	0	0	0	21	0	0	0	21	0	0	0	19	1	1	0	36	4	4	0	23	1	1	0	9	3	3	0	22	1	1	0	78	3	3	0	21	2	2	0	491	16	16	0	989
KCNH5	Kv10.2	0	0	0	217	0	0	0	21	0	0	0	5	0	0	0	21	0	0	0	27	0	0	0	21	0	0	0	7	0	0	0	21	0	0	0	6	0	0	0	21	0	0	0	79	0	0	0	21	1	0	1	521	1	0	1	988
KCNH2	Kv11.1	50	44	6	403	4	4	0	21	2	2	0	26	2	2	0	21	3	3	0	24	4	4	0	21	0	0	0	4	6	5	1	21	0	0	0	6	11	11	0	21	37	37	0	70	4	4	0	21	63	46	17	500	186	162	24	1159
KCNH6	Kv11.2	1	0	1	261	0	0	0	21	0	0	0	16	0	0	0	21	0	0	0	21	0	0	0	21	0	0	0	9	0	0	0	21	0	0	0	7	0	0	0	21	0	0	0	71	0	0	0	21	1	0	1	483	2	0	2	994
KCNH7	Kv11.3	0	0	0	412	0	0	0	21	0	0	0	16	0	0	0	21	0	0	0	24	0	0	0	21	0	0	0	6	0	0	0	21	0	0	0	7	0	0	0	21	0	0	0	71	0	0	0	21	1	0	1	534	1	0	1	1196
KCNH8	Kv12.1	0	0	0	225	0	0	0	21	0	0	0	9	0	0	0	21	0	0	0	22	0	0	0	21	0	0	0	8	0	0	0	21	0	0	0	9	0	0	0	21	0	0	0	70	0	0	0	21	2	0	2	638	2	0	2	1107
KCNH3	Kv12.2	0	0	0	228	0	0	0	21	0	0	0	10	0	0	0	21	0	0	0	22	0	0	0	21	0	0	0	8	0	0	0	21	0	0	0	9	0	0	0	21	0	0	0	97	0	0	0	21	0	0	0	583	0	0	0	1083
KCNH4	Kv12.3	0	0	0	228	0	0	0	21	0	0	0	10	0	0	0	21	0	0	0	22	0	0	0	21	0	0	0	9	0	0	0	21	0	0	0	8	0	0	0	21	0	0	0	100	0	0	0	21	0	0	0	514	0	0	0	1017
